event_id,timestamp_ns,detector_id,channel_id,energy_deposit_keV,hit_multiplicity,signal_amplitude_mV,noise_floor_mV,temperature_K,run_status
15216,152360381,1,14,42.0688,1,48.0263,7.627,292.5563,active
15217,152383899,6,10,15.1257,2,20.6244,7.5654,292.5771,active
15218,152387567,6,7,15.523,1,21.5522,6.4339,292.5748,active
15219,152419383,4,12,14.0761,1,21.4106,6.4807,292.6276,active
15220,152422677,3,11,4.8715,0,9.9388,5.0903,292.594,active
15221,152424541,1,7,47.0592,5,54.1424,2.1368,292.6122,active
15222,152425079,8,15,3.5586,0,9.1945,6.4761,292.626,active
15223,152425442,2,0,46.6629,1,52.308,4.8409,292.5999,active
15224,152436202,7,7,4.2416,0,9.1258,4.5147,292.6862,active
15225,152449728,5,6,51.2683,1,49.8697,3.1786,292.7152,active
15226,152450812,6,1,0.2179,0,4.7589,5.038,292.6542,active
15227,152454715,6,11,33.1446,1,40.2889,4.3855,292.7168,active
15228,152480126,7,1,24.936,1,29.6037,7.5489,292.7726,active
15229,152491492,1,11,3.8184,0,6.8738,2.4964,292.7919,active
15230,152499117,8,12,0.2934,0,4.924,4.7234,292.7607,active
15231,152504114,1,7,7.5881,1,9.9562,2.1368,292.6413,active
15232,152509681,8,3,23.425,1,30.5991,5.1846,292.6079,active
15233,152512699,3,15,6.7776,1,8.7779,2.2695,292.6114,active
15234,152520134,7,11,17.8297,1,23.799,6.8262,292.6379,active
15235,152526044,1,1,3.3237,0,8.8242,5.5259,292.7129,active
15236,152528213,4,11,2.5962,0,4.5932,2.5668,292.8137,active
15237,152529266,5,2,11.4821,1,14.8342,2.9197,292.8617,active
15238,152536343,8,9,20.8166,1,26.505,4.5553,292.8815,active
15239,152537949,1,4,24.5312,1,26.7631,5.4864,292.8898,active
15240,152576945,1,10,7.3163,1,13.9557,6.6964,292.8114,active
15241,152579918,6,12,18.6688,1,22.4018,3.8057,292.8147,active
15242,152582832,1,12,1.7414,0,6.346,4.9199,292.802,active
15243,152585352,7,12,3.0688,0,6.7096,4.8043,292.7312,active
15244,152593283,1,11,36.8195,3,43.7766,2.4964,292.7218,active
15245,152616788,8,12,12.0378,1,14.9756,4.7234,292.6863,active
15246,152639899,5,14,131.1461,6,135.7049,2.7909,292.7374,active
15247,152649367,8,14,117.5261,4,114.0586,3.42,292.7435,active
15248,152673840,2,12,50.0448,4,48.9123,3.6874,292.6972,active
15249,152700696,3,7,7.7335,1,14.5283,6.8495,292.6262,active
15250,152704351,4,4,18.781,1,28.341,7.3448,292.576,active
15251,152718048,1,5,38.7331,1,49.3442,4.0812,292.5265,active
15252,152718509,1,9,14.897,1,18.9852,4.8938,292.4686,active
15253,152733305,3,9,140.5178,7,161.9656,7.7174,292.4008,active
15254,152740320,6,6,6.8933,1,13.3237,6.2924,292.4411,active
15255,152751795,6,6,47.4572,1,56.9715,6.2924,292.4613,active
15256,152760860,1,11,115.0157,3,133.3223,2.4964,292.4355,active
15257,152766883,1,8,142.1727,4,134.2627,7.7514,292.3983,active
15258,152770612,6,0,5.6211,1,8.7968,2.731,292.4201,active
15259,152778308,3,2,4.0843,0,7.4467,3.3813,292.4396,active
15260,152826350,7,5,104.4554,2,112.3885,2.6354,292.4309,active
15261,152835155,3,6,5.0778,1,12.1195,6.9787,292.4669,active
15262,152850846,3,11,125.1234,3,122.4958,5.0903,292.4453,active
15263,152863024,2,7,3.4852,0,11.222,7.377,292.4046,active
15264,152865761,3,6,29.8712,2,33.9706,6.9787,292.4217,active
15265,152880247,6,1,18.4007,1,22.8128,5.038,292.4301,active
15266,152896737,4,0,27.4065,1,32.8762,4.6106,292.4614,active
15267,152904540,6,15,7.7202,1,15.7403,7.7337,292.4913,active
15268,152910860,1,13,63.6148,4,74.3271,4.9442,292.4959,active
15269,152915522,5,0,25.1462,1,28.785,2.7365,292.5142,active
15270,152918696,4,7,8.7477,1,13.9102,3.8956,292.6007,active
15271,152927788,8,14,1.1772,0,5.6736,3.42,292.5757,active
15272,152931272,4,11,0.5904,0,3.6057,2.5668,292.5689,active
15273,152945661,1,1,39.9961,1,44.8101,5.5259,292.6298,active
15274,152962916,6,6,14.2697,1,21.1756,6.2924,292.6607,active
15275,152967013,2,13,9.9891,1,16.9776,5.9565,292.6203,active
15276,152968814,8,4,21.7378,1,30.2712,5.6361,292.6475,active
15277,152982996,4,8,43.9656,2,50.3437,6.6321,292.603,active
15278,152984349,7,5,26.9651,2,32.1281,2.6354,292.5814,active
15279,152986101,6,3,111.2084,4,104.669,5.4867,292.6552,active
15280,152986265,4,13,4.6362,0,7.634,3.5748,292.6796,active
15281,153001199,5,3,0.2146,0,3.5157,3.0756,292.656,active
15282,153011742,2,9,113.2543,2,108.6524,5.3242,292.6559,active
15283,153020078,1,5,4.5366,0,9.5864,4.0812,292.6099,active
15284,153030794,7,9,29.6038,1,36.1084,5.5763,292.5743,active
15285,153047162,8,12,17.2884,1,19.4948,4.7234,292.4902,active
15286,153060910,7,8,31.1247,4,42.0457,7.7974,292.5134,active
15287,153064333,3,2,22.3084,1,25.5327,3.3813,292.4134,active
15288,153073163,3,4,12.0776,3,15.6475,5.3291,292.2868,active
15289,153081224,3,3,3.5536,0,5.2611,2.2245,292.3452,active
15290,153092316,6,11,123.3902,2,134.2882,4.3855,292.3464,active
15291,153096051,5,11,2.5245,0,5.1864,2.8634,292.3014,active
15292,153115231,7,2,22.3988,1,21.6672,2.1492,292.3005,active
15293,153130345,8,9,2.935,0,7.7678,4.5553,292.4166,active
15294,153136647,4,7,2.1338,0,6.3345,3.8956,292.4089,active
15295,153140356,6,6,78.266,7,89.5091,6.2924,292.3664,active
15296,153148700,5,13,27.6168,1,32.7999,3.3779,292.3038,active
15297,153153361,8,0,105.5347,4,106.0235,6.9766,292.3893,active
15298,153159911,3,11,16.2098,2,20.7072,5.0903,292.4289,active
15299,153168161,2,8,28.581,1,34.0295,2.8415,292.4804,active
15300,153185125,4,4,18.4281,1,27.2537,7.3448,292.4667,active
15301,153205825,5,3,16.2042,1,18.1156,3.0756,292.5447,active
15302,153221441,8,2,6.8202,1,9.7436,3.3958,292.6027,active
15303,153224197,7,9,7.2693,1,12.9377,5.5763,292.5362,active
15304,153237345,1,10,122.5999,2,123.7534,6.6964,292.585,active
15305,153249458,5,4,11.9206,2,15.6755,5.5963,292.6043,active
15306,153263506,2,6,1.1656,0,8.1324,6.9578,292.6303,active
15307,153282293,3,15,17.5092,2,18.4828,2.2695,292.6202,active
15308,153303596,8,11,149.441,3,153.195,7.2049,292.6032,active
15309,153305237,8,9,0.9369,0,5.1631,4.5553,292.5981,active
15310,153324149,2,1,6.3631,1,8.8978,3.6019,292.5499,active
15311,153331247,2,9,43.6763,4,45.2302,5.3242,292.5921,active
15312,153333991,6,6,14.3033,2,21.3784,6.2924,292.5778,active
15313,153342605,4,13,21.8796,1,25.353,3.5748,292.5745,active
15314,153360895,4,3,4.3306,0,10.9515,6.4916,292.5866,active
15315,153366383,7,15,11.6438,1,13.1264,2.6549,292.6223,active
15316,153375961,8,15,5.3589,1,11.2029,6.4761,292.6459,active
15317,153388346,8,12,0.7888,0,4.5114,4.7234,292.5732,active
15318,153389198,7,8,4.5141,0,12.8737,7.7974,292.5656,active
15319,153392562,8,9,105.4352,1,114.797,4.5553,292.6177,active
15320,153406813,6,14,11.0405,1,16.6812,5.9772,292.7138,active
15321,153412523,8,13,6.1615,1,9.3237,3.487,292.8189,active
15322,153412991,5,12,24.507,1,24.6776,2.0836,292.9057,active
15323,153419658,1,2,124.5673,2,141.4227,3.0236,292.9625,active
15324,153422246,7,6,1.7037,0,4.0635,2.842,292.9595,active
15325,153423085,8,12,16.4879,2,19.2208,4.7234,292.9358,active
15326,153425070,3,1,18.4881,1,25.3063,7.4961,293.0123,active
15327,153426552,4,10,14.7527,1,17.5317,4.2419,293.0139,active
15328,153430109,5,5,21.7777,3,28.6199,7.2474,293.0052,active
15329,153441782,6,9,6.961,1,9.9434,2.7425,293.0719,active
15330,153447718,6,14,32.3097,2,36.9209,5.9772,293.0348,active
15331,153453685,4,13,15.7303,1,19.488,3.5748,293.0532,active
15332,153453785,7,5,109.7546,3,118.0571,2.6354,292.9987,active
15333,153453954,7,11,2.69,0,9.5328,6.8262,293.0455,active
15334,153470596,8,0,9.7574,1,15.644,6.9766,293.0998,active
15335,153490064,5,11,27.8417,1,28.9913,2.8634,293.1351,active
15336,153492614,1,2,12.7943,1,16.2326,3.0236,293.0884,active
15337,153520600,7,14,5.2704,1,7.9979,2.107,293.0841,active
15338,153525886,1,4,20.5789,1,23.1122,5.4864,293.0905,active
15339,153537818,2,11,13.9088,1,19.0432,6.0334,293.1301,active
15340,153556438,3,10,118.351,3,129.3462,3.7455,293.1762,active
15341,153558712,2,4,45.7219,1,53.827,4.6335,293.2568,active
15342,153568097,6,13,0.3665,0,6.3282,4.9315,293.2329,active
15343,153581616,4,2,10.1199,1,17.3686,7.3501,293.2118,active
15344,153593105,2,14,4.7579,0,11.9774,6.362,293.1388,active
15345,153594140,1,8,14.6882,1,20.825,7.7514,293.1641,active
15346,153599197,2,7,104.5097,2,124.4312,7.377,293.1928,active
15347,153603289,6,3,19.1536,2,22.274,5.4867,293.2063,active
15348,153615254,7,0,46.7429,2,48.5783,3.7187,293.1675,active
15349,153618630,3,11,95.0419,3,95.3657,5.0903,293.1417,active
15350,153623818,1,11,6.1783,3,9.4587,2.4964,293.1409,active
15351,153627910,5,13,8.4505,1,11.7878,3.3779,293.0736,active
15352,153629861,7,15,0.7206,0,4.2717,2.6549,293.0525,active
15353,153653221,1,4,39.082,1,40.8237,5.4864,293.0401,active
15354,153663531,7,9,13.3094,1,19.8952,5.5763,293.0897,active
15355,153664101,2,14,0.4506,0,7.3464,6.362,293.1093,active
15356,153664216,3,9,21.7866,1,31.7966,7.7174,293.1162,active
15357,153722661,5,11,19.2947,1,20.8615,2.8634,293.0306,active
15358,153753259,1,11,50.3268,1,59.9895,2.4964,292.9856,active
15359,153753859,3,15,19.5202,1,20.0501,2.2695,292.8695,active
15360,153757091,2,5,6.3218,1,8.4332,2.1297,292.8895,active
15361,153757476,2,3,2.1265,0,7.3475,5.124,292.797,active
15362,153771980,7,14,29.358,3,31.1631,2.107,292.8122,active
15363,153777552,2,7,12.8985,1,22.0743,7.377,292.7861,active
15364,153789955,1,3,130.1857,3,145.2996,7.5507,292.8802,active
15365,153798925,2,10,13.5817,1,16.4621,2.6515,292.9247,active
15366,153802987,1,13,8.598,1,13.8556,4.9442,292.9253,active
15367,153841430,5,12,3.9479,0,5.7482,2.0836,292.9436,active
15368,153857769,8,5,12.2464,1,20.1403,7.2064,292.9025,active
15369,153868478,2,14,5.8521,1,12.2358,6.362,292.9329,active
15370,153877906,6,0,9.5327,1,12.7054,2.731,292.9811,active
15371,153891279,3,14,141.0026,3,138.8014,2.9876,292.9724,active
15372,153915323,1,2,1.3602,0,4.8775,3.0236,292.9558,active
15373,153922590,6,3,7.594,2,12.6155,5.4867,292.8605,active
15374,153934079,2,5,13.2337,2,15.0989,2.1297,292.9894,active
15375,153941974,5,6,16.3023,1,18.53,3.1786,292.9174,active
15376,153944120,5,0,14.5534,1,17.0954,2.7365,292.953,active
15377,153954053,5,11,11.0028,1,12.2013,2.8634,292.9658,active
15378,153967479,2,2,38.4769,1,45.7479,3.9894,292.8859,active
15379,153994915,3,2,5.2249,2,8.0803,3.3813,292.9063,active
15380,153997520,6,0,2.6724,0,5.2579,2.731,292.8832,active
15381,153999889,8,15,15.0283,2,19.8824,6.4761,292.8732,active
15382,154038366,1,0,11.1564,1,14.5259,2.6204,292.8055,active
15383,154041890,4,11,2.0691,0,3.9097,2.5668,292.8525,active
15384,154061340,8,10,121.7647,4,111.8757,5.9116,292.923,active
15385,154061503,3,13,3.8153,0,11.6693,7.6163,292.8834,active
15386,154091262,4,7,57.2694,2,66.8707,3.8956,292.8685,active
15387,154096778,8,14,112.0306,5,109.758,3.42,292.8078,active
15388,154098487,8,7,0.5097,0,4.7645,4.4754,292.7894,active
15389,154101651,6,2,5.9166,1,12.2506,6.1656,292.7575,active
15390,154115966,6,14,119.4152,2,118.9682,5.9772,292.7652,active
15391,154125583,5,6,2.083,0,6.1524,3.1786,292.7666,active
15392,154137824,3,0,109.2459,3,105.8329,2.6464,292.757,active
15393,154141337,8,10,0.2311,0,5.3934,5.9116,292.7282,active
15394,154142876,1,5,4.0557,0,8.2626,4.0812,292.7135,active
15395,154148423,1,13,0.6416,0,5.0466,4.9442,292.7525,active
15396,154155680,5,2,139.1623,3,145.1849,2.9197,292.6416,active
15397,154158789,7,11,20.4142,2,25.7831,6.8262,292.6245,active
15398,154171562,7,13,23.6468,3,33.2575,6.7086,292.5793,active
15399,154177146,6,1,146.9379,4,147.5006,5.038,292.596,active
15400,154208179,4,9,10.2854,1,16.3488,5.97,292.5995,active
15401,154240189,3,10,0.9909,0,5.868,3.7455,292.6452,active
15402,154240749,4,14,39.7632,3,48.1101,7.6209,292.6694,active
15403,154242911,3,4,4.9665,0,9.9092,5.3291,292.7084,active
15404,154251531,4,7,142.8635,3,159.2455,3.8956,292.6915,active
15405,154279402,1,6,9.6002,1,16.8218,5.5455,292.709,active
15406,154293916,3,5,33.7734,1,37.8662,4.2255,292.7251,active
15407,154302660,8,15,10.7068,1,16.8441,6.4761,292.7322,active
15408,154308260,6,10,7.1864,1,13.6528,7.5654,292.6968,active
15409,154309017,2,2,2.9133,0,7.2776,3.9894,292.7284,active
15410,154312416,3,13,3.9541,0,11.8012,7.6163,292.7743,active
15411,154313118,3,1,37.5784,1,44.693,7.4961,292.743,active
15412,154313729,3,14,5.9452,1,8.9496,2.9876,292.6993,active
15413,154322148,6,6,4.7045,0,11.3532,6.2924,292.6929,active
15414,154322248,8,10,11.3804,1,16.4004,5.9116,292.6321,active
15415,154323606,6,13,10.5469,1,14.7586,4.9315,292.6585,active
15416,154323779,4,13,0.5518,0,4.1964,3.5748,292.698,active
15417,154367301,2,2,3.6771,0,7.1984,3.9894,292.6747,active
15418,154369759,2,6,92.3587,2,112.0358,6.9578,292.7123,active
15419,154390005,7,1,110.7422,2,104.022,7.5489,292.7199,active
15420,154396041,6,10,38.9697,1,42.0815,7.5654,292.7757,active
15421,154405061,5,6,35.3517,2,35.2983,3.1786,292.82,active
15422,154409660,5,15,136.7355,2,154.9193,6.066,292.7703,active
15423,154416692,7,10,9.5417,1,17.1023,7.5981,292.7186,active
15424,154417766,7,7,34.6511,2,44.6707,4.5147,292.7346,active
15425,154425347,1,2,16.536,1,21.5283,3.0236,292.6921,active
15426,154431201,4,4,34.2682,1,44.9429,7.3448,292.6672,active
15427,154440197,1,12,16.6174,1,22.6874,4.9199,292.6551,active
15428,154444055,4,2,107.3967,4,105.3384,7.3501,292.7053,active
15429,154445852,6,13,30.3727,1,34.4356,4.9315,292.6816,active
15430,154446497,2,9,3.2028,0,8.4052,5.3242,292.7452,active
15431,154450971,2,8,27.386,1,31.4749,2.8415,292.7507,active
15432,154454464,4,7,7.6273,1,11.9247,3.8956,292.7945,active
15433,154503416,5,0,8.1937,2,11.0218,2.7365,292.7866,active
15434,154508677,6,3,5.7453,2,11.1086,5.4867,292.7642,active
15435,154535751,1,8,31.5883,2,35.5182,7.7514,292.7991,active
15436,154537987,2,7,0.9116,0,7.7521,7.377,292.8122,active
15437,154559841,7,3,34.1826,3,44.6223,5.3312,292.7282,active
15438,154593979,6,12,146.2698,2,147.5586,3.8057,292.7023,active
15439,154609812,8,7,121.0319,2,130.3175,4.4754,292.7168,active
15440,154670683,7,6,23.9961,2,25.1288,2.842,292.7303,active
15441,154675582,7,12,97.3496,2,90.4966,4.8043,292.7931,active
15442,154707223,5,2,1.8236,0,4.6714,2.9197,292.7469,active
15443,154710915,8,0,17.0593,1,22.883,6.9766,292.729,active
15444,154739157,4,5,43.7644,4,53.0561,7.3607,292.7094,active
15445,154749606,8,0,4.8558,0,11.2341,6.9766,292.713,active
15446,154752356,4,5,8.8665,2,16.1139,7.3607,292.6858,active
15447,154761730,4,2,23.3283,1,28.4081,7.3501,292.6907,active
15448,154761977,6,10,6.2529,1,12.8189,7.5654,292.688,active
15449,154779285,4,0,9.2514,1,14.8519,4.6106,292.6588,active
15450,154786190,2,3,4.2788,0,8.8874,5.124,292.6562,active
15451,154791795,8,4,110.7128,4,124.5149,5.6361,292.5947,active
15452,154825512,4,9,21.3111,2,27.6556,5.97,292.5163,active
15453,154834888,8,6,53.0142,1,57.5333,5.6186,292.5716,active
15454,154862413,4,12,26.5261,1,33.5911,6.4807,292.6482,active
15455,154868129,8,12,44.0958,2,42.4094,4.7234,292.6762,active
15456,154870419,5,6,33.0289,2,33.5937,3.1786,292.5769,active
15457,154881609,7,0,7.6972,1,10.8531,3.7187,292.611,active
15458,154885805,7,15,44.4791,1,43.5946,2.6549,292.6565,active
15459,154888957,2,5,7.0827,1,8.5329,2.1297,292.564,active
15460,154889223,7,8,13.8618,1,22.3715,7.7974,292.5006,active
15461,154902699,8,14,4.6205,0,6.9685,3.42,292.469,active
15462,154925964,6,10,9.2325,1,15.8618,7.5654,292.4547,active
15463,154934021,8,9,0.7393,0,4.9929,4.5553,292.5014,active
15464,154949216,7,5,4.4827,0,7.5757,2.6354,292.6113,active
15465,154963910,6,13,6.0903,1,10.5046,4.9315,292.6732,active
15466,154966333,4,3,0.8138,0,6.1886,6.4916,292.6291,active
15467,154967882,7,7,13.9331,2,19.9732,4.5147,292.65,active
15468,154972168,2,5,10.639,2,12.3089,2.1297,292.6811,active
15469,154994679,5,1,26.1176,2,33.4537,6.9867,292.6667,active
15470,155013582,7,4,6.9899,1,14.199,5.8039,292.6752,active
15471,155032402,8,2,15.2824,1,17.1781,3.3958,292.6903,active
15472,155038849,3,1,14.7161,1,21.1539,7.4961,292.5409,active
15473,155040457,1,12,13.8902,2,19.5765,4.9199,292.5923,active
15474,155051817,3,11,19.1233,2,22.4813,5.0903,292.573,active
15475,155054894,7,13,121.4024,2,143.1478,6.7086,292.5901,active
15476,155056728,5,0,111.4602,4,118.695,2.7365,292.6434,active
15477,155060587,1,7,35.1064,2,40.0491,2.1368,292.5604,active
15478,155074226,1,10,5.9947,1,12.5717,6.6964,292.553,active
15479,155081424,3,7,118.7137,6,131.8748,6.8495,292.4286,active
15480,155128528,3,0,16.438,2,18.5736,2.6464,292.5277,active
15481,155130057,2,7,15.7796,1,25.2711,7.377,292.5482,active
15482,155149673,4,1,32.05,3,36.6028,7.9543,292.563,active
15483,155156771,4,0,33.9245,2,40.6109,4.6106,292.556,active
15484,155174109,2,11,3.0874,0,9.0253,6.0334,292.584,active
15485,155179359,2,1,16.3443,1,17.8061,3.6019,292.5498,active
15486,155180135,6,4,0.3012,0,4.5005,3.1987,292.5326,active
15487,155186202,8,15,38.5469,3,40.7004,6.4761,292.5461,active
15488,155187358,8,15,2.4765,0,9.311,6.4761,292.5212,active
15489,155197211,5,0,16.4166,1,19.9357,2.7365,292.5003,active
15490,155199175,1,6,1.0634,0,6.9155,5.5455,292.5333,active
15491,155213270,8,5,115.3394,7,129.187,7.2064,292.6213,active
15492,155236395,8,9,122.5129,4,133.057,4.5553,292.6206,active
15493,155237730,3,11,110.2364,2,108.1107,5.0903,292.6914,active
15494,155253592,4,1,14.1804,1,20.8427,7.9543,292.6699,active
15495,155262474,1,6,34.2105,2,42.4454,5.5455,292.6536,active
15496,155264123,7,4,4.8764,0,11.4584,5.8039,292.6058,active
15497,155279994,7,15,32.0721,2,32.1406,2.6549,292.6998,active
15498,155311219,1,4,108.3594,3,100.6797,5.4864,292.6909,active
15499,155314480,6,0,0.2518,0,2.4579,2.731,292.6725,active
15500,155317906,4,9,8.3727,1,15.0781,5.97,292.6995,active
15501,155349328,5,13,22.3241,2,25.6999,3.3779,292.6924,active
15502,155356505,2,13,19.336,1,25.642,5.9565,292.7279,active
15503,155357983,7,2,98.1636,2,89.0482,2.1492,292.7857,active
15504,155358300,4,11,0.5833,0,3.3652,2.5668,292.7427,active
15505,155368655,7,3,25.001,1,33.0973,5.3312,292.7773,active
15506,155371763,2,2,7.7575,1,12.6235,3.9894,292.8067,active
15507,155385871,5,8,44.6509,1,55.2499,6.6644,292.829,active
15508,155390656,3,12,3.2086,0,7.9516,3.5358,292.8349,active
15509,155391603,8,13,24.3263,1,27.1749,3.487,292.8569,active
15510,155392624,5,9,3.2697,0,10.2893,7.831,292.7043,active
15511,155393317,6,6,22.0118,2,29.7812,6.2924,292.7031,active
15512,155395056,1,9,0.1,0,5.1577,4.8938,292.6758,active
15513,155398618,6,4,19.9952,1,20.1293,3.1987,292.6613,active
15514,155449689,1,2,2.1639,0,4.6776,3.0236,292.6616,active
15515,155466777,3,6,11.1771,1,17.0914,6.9787,292.754,active
15516,155468103,2,2,49.7758,3,59.0809,3.9894,292.6955,active
15517,155475772,1,1,49.5227,1,54.1876,5.5259,292.7217,active
15518,155477071,5,11,5.6868,1,8.2086,2.8634,292.6803,active
15519,155486258,2,13,127.989,5,141.3314,5.9565,292.6507,active
15520,155491300,5,11,20.7061,1,23.0337,2.8634,292.7034,active
15521,155502438,7,14,18.04,2,20.0916,2.107,292.7864,active
15522,155505604,2,7,10.1459,1,19.3326,7.377,292.7721,active
15523,155533013,6,10,125.7914,3,120.4238,7.5654,292.7946,active
15524,155542892,3,3,105.0731,4,96.9044,2.2245,292.8082,active
15525,155544397,3,7,0.662,0,6.729,6.8495,292.7506,active
15526,155549060,5,1,1.6996,0,9.5473,6.9867,292.7661,active
15527,155550664,6,9,5.3186,1,8.9209,2.7425,292.8091,active
15528,155578889,6,6,7.0996,1,13.9752,6.2924,292.8599,active
15529,155596998,2,8,124.6915,4,138.3386,2.8415,292.9102,active
15530,155601940,5,13,4.4435,0,7.1207,3.3779,293.0031,active
15531,155616509,3,0,96.2352,3,93.7885,2.6464,293.0031,active
15532,155617605,3,7,50.447,2,59.3786,6.8495,293.0219,active
15533,155620850,8,6,10.0947,1,15.628,5.6186,293.0096,active
15534,155623791,1,11,20.6924,1,25.7511,2.4964,293.0501,active
15535,155627044,4,10,3.1384,0,7.3569,4.2419,293.0729,active
15536,155629143,4,11,36.8381,2,35.0811,2.5668,293.0157,active
15537,155633363,2,13,6.4135,2,11.1148,5.9565,293.0412,active
15538,155646294,7,4,25.3457,1,34.6891,5.8039,293.0168,active
15539,155654008,4,5,7.9488,1,15.7161,7.3607,293.0207,active
15540,155658760,6,5,17.7121,3,21.6001,6.8247,292.9877,active
15541,155674054,4,13,3.973,0,7.6987,3.5748,292.9616,active
15542,155674323,8,7,134.4502,4,143.8624,4.4754,292.9417,active
15543,155709498,6,12,8.6212,1,11.7953,3.8057,292.921,active
15544,155712444,3,3,1.0678,0,2.9019,2.2245,292.9684,active
15545,155715611,8,14,6.5473,1,9.9214,3.42,292.9857,active
15546,155719251,7,7,0.1919,0,5.4375,4.5147,292.941,active
15547,155719569,5,15,34.2623,2,43.7467,6.066,293.0272,active
15548,155719861,1,7,155.3683,5,170.5076,2.1368,293.0508,active
15549,155727095,5,0,9.6169,2,13.2429,2.7365,293.1111,active
15550,155754861,6,4,120.7391,5,106.1742,3.1987,293.1709,active
15551,155780569,3,6,25.4779,1,30.8279,6.9787,293.1066,active
15552,155781828,2,2,19.9623,2,26.1446,3.9894,293.0732,active
15553,155813206,5,12,82.3597,1,78.828,2.0836,293.0945,active
15554,155818380,7,5,2.7725,0,6.1139,2.6354,293.0692,active
15555,155828370,3,13,15.9226,1,25.2148,7.6163,293.1018,active
15556,155840925,4,15,9.9585,1,14.2099,3.4458,293.1175,active
15557,155858955,1,1,10.4881,1,15.9762,5.5259,293.124,active
15558,155859687,6,4,117.6054,2,103.8806,3.1987,293.1241,active
15559,155867644,7,9,9.4142,2,15.8985,5.5763,293.1557,active
15560,155883612,7,13,136.3067,3,159.5589,6.7086,293.1679,active
15561,155887219,4,14,13.3601,2,20.8088,7.6209,293.1642,active
15562,155887623,1,3,17.9948,2,26.3806,7.5507,293.1004,active
15563,155888786,4,3,121.4609,3,109.7255,6.4916,293.1039,active
15564,155904689,8,3,5.0355,1,10.0487,5.1846,293.0959,active
15565,155906261,1,5,10.0662,2,15.1521,4.0812,293.1888,active
15566,155911737,2,9,16.4582,2,21.2391,5.3242,293.1809,active
15567,155916091,7,6,17.3572,2,19.2619,2.842,293.1705,active
15568,155926677,5,11,14.9042,1,16.7554,2.8634,293.1659,active
15569,155937633,2,6,3.5038,0,10.2993,6.9578,293.1832,active
15570,155939217,1,9,28.1669,1,32.4128,4.8938,293.1206,active
15571,155946154,4,8,18.2325,1,24.8012,6.6321,293.1503,active
15572,155963627,5,4,102.2472,2,93.9848,5.5963,293.1475,active
15573,155963994,7,0,15.4917,1,19.25,3.7187,293.1662,active
15574,155999361,8,3,32.775,1,40.383,5.1846,293.151,active
15575,156003061,4,12,106.4418,3,118.3397,6.4807,293.2267,active
15576,156004087,4,11,28.627,1,28.0362,2.5668,293.1996,active
15577,156010364,8,1,96.8576,3,105.6835,6.7809,293.2069,active
15578,156021538,7,6,1.4202,0,4.3126,2.842,293.1515,active
15579,156035532,2,13,13.3773,1,20.5709,5.9565,293.1065,active
15580,156042985,6,12,132.4237,6,134.7538,3.8057,293.0897,active
15581,156061873,6,0,148.0665,4,157.6172,2.731,293.154,active
15582,156073424,2,12,3.5,0,6.2645,3.6874,293.1198,active
15583,156077424,8,12,13.2717,1,16.5138,4.7234,293.0969,active
15584,156087312,3,1,2.6919,0,10.2845,7.4961,293.0821,active
15585,156094407,5,5,109.8477,6,115.0262,7.2474,293.1082,active
15586,156097279,4,0,1.2518,0,6.2321,4.6106,293.2249,active
15587,156101396,6,10,124.7498,1,119.0725,7.5654,293.2821,active
15588,156122606,8,13,75.7,4,79.6672,3.487,293.1495,active
15589,156143396,4,2,6.1339,1,13.6171,7.3501,293.1551,active
15590,156145147,4,5,17.3223,2,25.2796,7.3607,293.2426,active
15591,156147690,7,8,0.9925,0,9.6019,7.7974,293.2404,active
15592,156153533,8,1,3.8218,0,9.4614,6.7809,293.2098,active
15593,156167109,8,4,0.7465,0,6.5893,5.6361,293.1957,active
15594,156178223,7,3,62.4722,1,75.8922,5.3312,293.1778,active
15595,156180506,6,0,43.9407,2,48.8884,2.731,293.1856,active
15596,156180960,7,10,9.391,1,16.6266,7.5981,293.1308,active
15597,156201572,8,11,127.9339,3,131.8815,7.2049,293.1391,active
15598,156202488,1,1,30.7861,2,35.6408,5.5259,293.0568,active
15599,156230986,5,2,20.6943,1,23.5188,2.9197,292.9853,active
15600,156249793,1,1,116.4389,5,119.3089,5.5259,293.0033,active
15601,156256200,5,15,8.9745,1,15.911,6.066,292.9628,active
15602,156256543,4,9,130.624,4,139.2788,5.97,293.035,active
15603,156256858,3,8,3.1282,0,7.2739,3.9028,292.9792,active
15604,156268400,8,1,4.2184,0,10.4925,6.7809,292.9136,active
15605,156270580,6,0,58.2871,3,64.1499,2.731,292.8122,active
15606,156289646,5,14,133.909,2,139.7175,2.7909,292.8481,active
15607,156310326,8,15,4.2957,0,10.37,6.4761,292.8563,active
15608,156314010,1,8,124.8345,4,118.4517,7.7514,292.9866,active
15609,156322103,6,2,11.6228,2,18.5846,6.1656,292.9407,active
15610,156347448,2,0,37.317,3,41.8392,4.8409,292.8416,active
15611,156351033,2,13,5.7087,1,11.2254,5.9565,292.9076,active
15612,156356916,2,8,91.7004,2,101.7922,2.8415,293.0283,active
15613,156362500,5,5,16.4595,2,23.4473,7.2474,293.0196,active
15614,156372190,6,0,25.5007,3,29.892,2.731,292.9836,active
15615,156372510,7,9,14.0114,2,20.2475,5.5763,292.9385,active
15616,156423801,4,14,27.2031,2,35.7958,7.6209,292.9198,active
15617,156458836,8,13,3.4976,0,5.8935,3.487,292.8204,active
